*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
CBX-Decaf Chiapas 250g,"Decaf Chiapas, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-Guatemalan Mara 250g,"Rostamani Guatemalan, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX- ETHIOPIAN LION HEAD 250g,"Rostamani Ethiopian Lion, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-MYANMAR THE LAVA JAVA 250g,"Rostamani Lava Java, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-MEXICO 250g,"Rostamani Mexico, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-BLACKTIE 250g,"Rostamani Blacktie, 250g","Rostamani Blacktie, 250g",,51210,,X,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-SUPREME 250g,"Rostamani Supreme, 250g",,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-WORKING 250g,"Coffee Working 250g,Coffee Bag",Raw Coffee Blend - Working Coffee Bag 250g,,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-LBD 250g,"Coffee LBD 250,Coffee Bag",Raw Coffee Blend - LBD Coffee Bag 250g,,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-BLACKTIE 250g,"Coffee Blacktie, 250g","Raw Coffee Blend, Black Tie 250g",,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-ETH-LIMU-250g,Coffee Ethiopian Limu 250g,Raw Coffee Single Origin - Limu 250g,$0.00 ,51210,VRX - VAT on Purchases (Reverse) (5%),X,$50.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MOKHA-BLEND 250g,"Coffee Mokha 250g, Coffee Bag",,$0.00 ,51210,VPX - VAT on Purchases (5%),,$50.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-JAMAICA BLUE,Jam. Blue Mountain Gold 250g,,,51210,,,$217.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-COSTA RICA 250g,Costa Rica Honey 250g,,,51210,,,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-SIDAMO 250g,"Coffee Sidamo 250g, Coffee Bag",Raw Coffee Premium Single Origin - Sidamo 250g,,51210,,X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-BURUNDI 250g,Coffee Burundi Gisha 250g,"Raw Coffee Premium Single Origin, Burundi Gisha Natural 250g",,51210,,X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-RWANDA 250g,Coffee Bag Rwanda 250g,Raw Coffee Premium Single Origin - Rwandan 250g,,51210,,,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-TOLIMA 250g,Coffee Colombian Tolima 250g,Raw Coffee Single Origin (LTO) - Colombian Tolima Honey 250g,,51210,,X,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GESHANAT 250g,Colombia Natural Gesha 250g,Raw Coffee Premium LTO Single Origin - Natural Gesha 250g,,51210,,X,$262.50 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GESHAWASH 250g,Colombian Gesha Washed 250g,Raw Coffee Premium LTO Single Origin - Washed Gesha 250g,,51210,,X,$262.50 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-HUILA 250g,Colombia Huila Pink Bourb 250g,,,51210,,,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-ROJASHONEY 250g,Colombian Rojas Honey 250g,,,51210,,,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-CANUMA 250g,Colombia Canuma Natural 250g,"Raw Coffee Single Origin, Colombia Canuma Natural 250g",,51210,,X,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-KERICINI 250g,Indonesian Kericini 250g,Raw Coffee Premium Single Origin -Indonesian Kericini 250g,,51210,,X,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-LETO BLEND 250g,Coffee L'ETO BLEND 250g,Raw Coffee Blend - Leto 250g,,51210,,X,$37.50 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-EL LIBANO 250g,Coffee El Libano Guatem. 250g,Raw Single Origin Premium - Acatenango El Libano Guatemala 250g,,51210,,X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MYN-SGN-250g,Myanmar Coffee Beans 250g,Raw Coffee Premium Single Origin - Myanmar 250g,$0.00 ,51210,VS5 - VAT on Sales (5%),X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-EL SALVADOR 250g,Coffee El Salvador 250g,Raw Coffee Guest Single Origin - El Salvador 250g,,51210,,X,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-NYABIHU 250g,Coffee Rwandan Nyabihu 250g,Raw Coffee Single Origin - Rwandan Nyabihu 250g,,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-SAN ANTONIO 250g,Coffee Guat. San Antonio 250g,"Raw Coffee Single Origin, Guatemalan San Antonio 250g",,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GUAT ORGANIC 250g,Coffee Guatemala Organic 250g,"Raw Coffee Premium Single Origin - Guatemala Independent Organic Women's Co-operative, Washed 250g",,51210,,X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-KILIMBI 250g,Coffee Rwanda Kilimbi 250g,Raw Coffee Premium LTO Single Origin - Rwanda Kilimbi Natural 250g,,51210,,X,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MATRACO 250g,Burundi Matraco 250g,Raw Coffee Premium Single Origin - Burundi Matraco 250g,,51210,,X,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MATRACO 500g,Burundi Matraco 500g,Raw Coffee Premium Single Origin - Burundi Matraco 500g,,51210,,X,$120.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBG-XMAXG2019 250g,Coffee GujNat+Col Pal+Myn 250g,"Raw Coffee Single Origin - Natural Guji 250g, Colombian Planadas 250g, Myanmar 250g, 3 Vintage Tins",,51210,,X,$175.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MYN-SGN-500g,Myanmar Coffee Beans 500g,Raw Coffee Premium Single Origin - Myanmar 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-VINTAGE 500g,Coffee Vintage Blend 10 Yr Ann,Coffee Vintage Blend 10 Yr Anniv 500g Bag,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-VINTAGE 500g 2017,Coffee Vintage Blend 10 Yr Ann,Coffee Vintage Blend 10 Yr Anniv 500g Bag\r\n,$0.00 ,51220,VS5 - VAT on Sales (5%),,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-ETH-LIMU-500g,Coffee Ethiopian Limu 500g,Raw Coffee Single Origin - Limu 500g,$0.00 ,51220,VRX - VAT on Purchases (Reverse) (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-MOKHA BLEND 500g,"Coffee Mokha 500g, Coffee Bag",,$0.00 ,51220,VPX - VAT on Purchases (5%),,$78.75 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-TIMORESE 500g,Coffee Timorese Leubasa 500g,,,51220,,,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-SAN ANTONIO 500g,Guatemalan San Antonio 500g,"Raw Coffee Single Origin, Guatemalan San Antonio 250g",,51220,,X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-LETO BLEND 500g,Coffee L'ETO BLEND 500g,Raw Coffee Blend - Leto 500g,,51220,,X,$78.75 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-LA HERMOSA,Coffee La Hermosa Honey 500g,,$0.00 ,51220,N-T - Not Reportable,,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-EL LIBANO 500g,Coffee El Libano Guatem. 500g,Raw Single Origin Premium - Acatenango El Libano Guatemala 500g,,51220,,X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-RWANDA 500g,Coffee Bag Rwanda 500g,Raw Coffee Premium Single Origin - Rwanda 500g,,51220,,X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-TOLIMA 500g,Coffee Colombian Tolima 500g,Raw Coffee Premium Single Origin LTO - Colombian Tolima Honey 500g,,51220,,X,$152.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-GUAT ORGANIC 500g,Coffee Guatemala Organic 500g,Raw Coffee Premium Single Origin - Guatemala Organic 500g,,51220,,X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-NYABIHU 500g,Coffee Rwandan Nyabihu 500g,Raw Coffee Single Origin - Rwandan Nyabihu 500g,,51220,,X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-BURUNDI GISHA 500g,Coffee Burundi Gisha 500g,"Raw Coffee Premium Single Origin, Burundi Gisha Natural 500g",,51220,,X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
ZZZZ- CB-TAQADO 500g,"Coffee Taqado 500g,Coffee Bag",""" TAQADO"" Whole Beans 500g\r\nRAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$85.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-CASUAL 500g,"Coffee Casual 500g,Coffee Bags","CASUAL Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-BOHO 500g,"Coffee Boho 500g,Coffee Bag","Raw Coffee Blend, Boho 500g",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-YIRGA 500g,YIRGACHEFFE Whole Beans 500g,"YIGARCHEFFE Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-WORKING 500g,"Coffee Working 500g,Coffee Bag",Raw Coffee Blend - Working Coffee Bag 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-BLACKTIE 500g,Coffee Blacktie 500g,"Raw Coffee Blend, Black Tie 500g",$37.42 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-NUDE 500G,"Coffee Nude 500g, Coffee Bag",Raw Coffee Single Origin - Decaf Nude 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-HARRAR 500g,"Coffee Harrar 500g, Coffee Bag",HARRAR Whole Beans 500g RAW Coffee Organic Fair Trade Arabica,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-SIDAMO 500g,"Coffee Sidamo 500g, Coffee Bag",Raw Coffee Premium Single Origin - Sidamo 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-NICARAGUA 500g,"Coffee Nicaragua 500g, Coffee","NICARAGUA Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-COLOMBIA 500g,Coffee Colombian Planadas 500g,"Raw Coffee Single Origin, Colombia Planadas 500g",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-GUATEMALA 500g,"Coffee Guatemala 500g, Coffee","GUATAMELA Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-CONGO 500g,"Coffee Congo 500g, Coffee Bag","CONGO Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-MEXICO 500g,"Coffee Mexico 500g, Coffee Bag",Raw Coffee Single Origin - Mexico 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-PERU 500g,"Coffee Peru 500g, Coffee Bag","PERU Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-KENYA 500g,"Coffee Kenya 500g, Coffee Bag","KENYA Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-LBD 500g,"Coffee LBD 500, Coffee Bag",Raw Coffee Blend - LBD Coffee Bag 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$100.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
ZZ-BOUCHONESP500,Bouchon Espresso Blend 500g,"""ESPRESSO BLEND""  Whole Beans 500g 
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$68.75 ,41220,VS5 - VAT on Sales (5%),13220,51220
ZZ-BOUCHONFILTER500,Bouchon Filter Blend 500g,"""FILTER BLEND""  Whole Beans 500g 
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$68.75 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-KOCHERE 500g,Coffee Ethiopian Kochere 500g,Raw Coffee Premium Single Origin - Ethiopian Kochere 500g,$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-GUJI 500g,"Coffee Guji 500g, Coffee Bag","GUJI Whole Beans 500g
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51220,VS5 - VAT on Sales (5%),X,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-GUJI WASH 500g,Coffee Ethiopian Guji WSO 500g,,$0.00 ,51220,,,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-WONAGO 500g,Coffee Ethiopian Wonago SO500g,,$0.00 ,51220,,,$75.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-GUJINAT 500g,Coffee Ethiopian Guji NSO 500g,Raw Coffee Premium Single Origin - Natural Guji 500g,$0.00 ,51220,,X,$120.00 ,41220,VS5 - VAT on Sales (5%),13220,51220
CB-MEXICO 1kg,"Coffee Mexico 1kg, Coffee Bag",Raw Coffee Single Origin - Mexico 1kg,$0.00 ,51230,VPX - VAT on Purchases (5%),X,$0.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-LETO BLEND 1kg,Coffee L'ETO BLEND 1kg,Raw Coffee Blend - Leto 1kg,$0.00 ,51230,VPX - VAT on Purchases (5%),X,$157.50 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-NUDE 1KG,"Coffee Nude 1KG, Coffee Bag",Raw Coffee Single Origin - Decaf Nude 1KG,$0.00 ,51230,N-T - Not Reportable,X,$185.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-BURUNDI GISHA 1KG,Coffee Burundi Gisha 1KG,Raw Coffee Premium LTO Single Origin - Burundi Gisha Natural 1KG,,51230,,X,$222.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-NYABIHU 1KG,Coffee Rwandan Nyabihu 1KG,Raw Coffee Single Origin - Rwandan Nyabihu 1KG,,51230,,X,$222.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-GUJINAT 1KG,Coffee Ethiopian Guji NSO 1KG,Raw Coffee Premium LTO Single Origin - Natural Guji 1KG,,51230,,X,$222.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-COLD BREW 1kg,Coffee Raw Cold Brew Beans 1kg,Raw Coffee Beans - Cold Brew,,51230,,X,$81.50 ,41230,VS5 - VAT on Sales (5%),13230,51230
CF-FUND1kg,Fundamental Blend 1kg,Fundamental Blend 1kg,$0.00 ,51230,VS5 - VAT on Sales (5%),,$115.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
ZZ-BOUCHONFILTER,Bouchon Filter Blend 1kg,"""FILTER BLEND""  Whole Beans 1kg 
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51230,VS5 - VAT on Sales (5%),X,$137.50 ,41230,VS5 - VAT on Sales (5%),13230,51230
ZZ-BOUCHONESP,Bouchon Espresso Blend 1kg,"""ESPRESSO BLEND""  Whole Beans 1kg 
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51230,VS5 - VAT on Sales (5%),X,$137.50 ,41230,VS5 - VAT on Sales (5%),13230,51230
ZZZZ- CB-TAQADO 1kg,"Coffee Taqado 1kg, Coffee Bag",""" TAQADO"" Whole Beans 1kg\r\nRAW Coffee Organic Fair Trade Arabica",$0.00 ,51230,VS5 - VAT on Sales (5%),,$170.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-BLACKTIE 1KG,"Coffee Blacktie, 1kg",Raw Coffee Blend - Blacktie 1kg,$37.42 ,51230,VS5 - VAT on Sales (5%),X,$157.50 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-WORKING 1KG,"Coffee Working 1kg, Coffee Bag",Raw Coffee Blend - Working Coffee Bag 1kg,$0.00 ,51230,VS5 - VAT on Sales (5%),X,$200.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-BOHO 1kg,"Coffee Boho 1kg, Coffee Bag","Raw Coffee Blend, Boho 1kg",$0.00 ,51230,VS5 - VAT on Sales (5%),X,$150.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-CASUAL 1KG,"Coffee Casual 1kg, Coffee Bag","CASUAL Whole Beans 1kg
RAW Coffee Organic Fair Trade Arabica",$0.00 ,51230,VS5 - VAT on Sales (5%),X,$150.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
CB-LBD 1kg,"Coffee LBD 1kg, Coffee Bag",Raw Coffee Blend - LBD Coffee Bag 1kg,$0.00 ,51230,VS5 - VAT on Sales (5%),X,$200.00 ,41230,VS5 - VAT on Sales (5%),13230,51230
EM-L-SMP2G-BON,Strada MP 2G  (La Marzocco),Espresso Machine - Strada MP 2G - La Marzocco,$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$46,095.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-SMP3G-BON,Strada MP 3G (La Marzocco),Espresso Machine - Strada MP 3G - La Marzocco,$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$50,925.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LAV3G-BON,Linea AV 3 Group (LM),"Espresso Machine, Linea AV 3 Group (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$41,990.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-ASE3G-PAR,Appia Semi 3 Group (NS),"Espresso Machine, Appia Semi 3 Group (Nouva Simonelli)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,$0.00 ,43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-CAV2G-PAR,Compact  AV  2 Group (NS),"Espresso Machine, Compact  AV  2 Group (Nouva Simonelli)","$9,300.00 ",53120,VS5 - VAT on Sales (5%),X,"$14,175.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LAV2G-BON,Linea AV 2 Group (La Marzocco),"Espresso Machine, Linea AV 2 Group (La Marzocco) CMLMLPB2GR",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$37,380.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LEE2G-BON,Linea EE 2 Group (La Marzocco),"Espresso Machine, Linea EE 2 Group (La Marzocco)","$20,500.00 ",53120,VS5 - VAT on Sales (5%),X,"$31,500.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LEE3G-BON,Linea EE 3 Group  (La Marzocco,"Espresso Machine, Linea EE 3 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$36,120.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-FEC3G-BON,FB80 EE Custom 3 Group  (La Ma,"Espresso Machine, FB80 EE Custom 3 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$40,940.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-GEE2G-BON,GB5 EE 2 Group  (La Marzocco),"Espresso Machine, GB5 EE  2 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$38,325.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-GS3MP-BON,GS3 MP 1G (La Marzocco),"Espresso Machine, GS3 MP 1G (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$26,250.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-FEC2G-LAM,FB80 Custom EE 2 Group - LM,"Espresso Machine, FB80 EE Custom 2 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$38,955.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LMINI-BON,"Linea Mini,1Gr (La Marzocco)","Espresso Machine, Linea Mini 1Group (La Marzocco)","$11,700.00 ",53120,VS5 - VAT on Sales (5%),X,"$19,425.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LPB3G-BON,Linea PB 3 Group  (La Marzoc,"Espresso Machine, Linea PB   3 Group  (La Marzocco)","$35,600.00 ",53120,VS5 - VAT on Sales (5%),X,"$49,140.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-SEP2G-BON,Strada  EP 2 Group  (La Marzoc,"Espresso Machine, Strada  EP 2 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$59,010.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-SEP3G-BON,Strada  EP 3 Group  (La Marzoc,"Espresso Machine, Strada  EP 3 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$63,525.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-AAV2G-PAR,Appia AV  2 Group  (Nouva Simo,"Espresso Machine, Appia AV  2 Group  (Nouva Simonelli)","$12,400.00 ",53120,VS5 - VAT on Sales (5%),X,"$22,575.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-AA3GG-PAR,Appia AV  3 Group (Nouva Simon,"Espresso Machine, Appia AV  3 Group (Nouva Simonelli)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$20,160.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-APS2G-PAR,Appia Semi 2 Group  (Nouva Sim,"Espresso Machine, Appia Semi 2 Group  (Nouva Simonelli)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$20,475.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-N-CSE2G-PAR,Compact  Semi  2 Group (Nouva,"Espresso Machine, Compact  Semi  2 Group (Nouva Simonelli) CMNSCB","$9,300.00 ",53120,VS5 - VAT on Sales (5%),X,"$14,175.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-R-BOXER-A1,Rocket Boxer A1- 1 Group,,"$7,104.00 ",53120,VS5 - VAT on Sales (5%),,"$13,125.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-R-BOXER-2,Rocket Boxer 2- 2 group ,,"$8,411.20 ",53120,VS5 - VAT on Sales (5%),,"$16,012.50 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LEVAX3G,La Marzocco Leva X 3 Group,,"$47,500.00 ",53120,VS5 - VAT on Sales (5%),,"$63,000.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LEGFB80,High Legs FB80/GB5,La Marzocco High Leg Kit for FB80/GB5,"$1,012.00 ",53120,VS5 - VAT on Sales (5%),,"$1,575.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-GS3AV-BON,GS3 AV 1G (La Marzocco),,$0.00 ,53120,,,"$25,200.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-SAV2G-BON,Strada AV 2G  (La Marzocco),"Espresso Machine, Strada  AV 2 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),,"$48,405.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-LPBA2-BON,Linea PB AV 2 Group (La MarZoc,Linea PB AV 2 Group  (La Marzocco),$0.00 ,53120,VPX - VAT on Purchases (5%),X,"$42,525.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-J-WE8PR-COF,Jura WE8 Professional - EM,Espresso Machines - Jura WE8 Professional,$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$13,125.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-J-X3GIG-COF,Jura Giga X3 - Professional-EM,Espresso Machine - Jura Giga X3 - Professional (Commercial),$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$28,245.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-J-X7GIG-COF,Jura Giga X7 - Professional-EM,Espresso Machine - Jura Giga X7 - Professional (Commercial),$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$33,862.50 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-J-Z6SDC-COF,Jura Z6 Silver Machine - EM,"Espresso Machine - Jura Z6 Silver, Household Coffee Machine (Domestic)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$10,489.50 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-R-BOXERR9-ROC,R9 2G V230/5900W Sin.PH,,$0.00 ,53120,N-T - Not Reportable,,"$34,650.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-LM-KB90-2,La Marzocco KB90 2 Goup,,$0.00 ,53120,VPX - VAT on Purchases (5%),,"$60,585.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-LM-KB90-3,La Marzocco KB90 3 Group,,$0.00 ,53120,VPX - VAT on Purchases (5%),,"$69,290.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-L-FAV2G-BON,FB80 AV 2G La Marzocco,"Espresso Machine, FB80 AV 2 Group  (La Marzocco)",$0.00 ,53120,VS5 - VAT on Sales (5%),X,"$43,995.00 ",43120,VS5 - VAT on Sales (5%),13410,53120
EM-R-GEVOGB-ROC,GIOTTO EVOLUZIONE GB R--Rocket,"Espresso Machine, GIOTTO EVOLUZIONE GB R (Rocket)",$0.00 ,53240,N-T - Not Reportable,,"$8,625.75 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-FAUST-CHROME,Rocket Faustino Chrome,,$0.00 ,53240,N-T - Not Reportable,,"$3,465.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-FAUST-COPPER,Rocket Faustino Copper,,$0.00 ,53240,N-T - Not Reportable,,"$3,465.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
